fromDate,toDate,fromTime,toTime,Brand,Model,Speed,Color,Location,lat,long
5/17/2016,5/18/2016,2200,800,FIREFO,,,RED,6500 SABADO TARDE RD,34.410551,-119.854095
7/28/2016,7/28/2016,1340,1420,MONTER,SE,7,RED,6500 SABADO TARDE RD,34.410551,-119.854095
8/20/2016,9/19/2016,1000,1700,GIANT,AVAIL,24,RED,6500 SABADO TARDE RD,34.410551,-119.854095
9/26/2016,9/27/2016,1900,1,KENT,STREET,1,,6500 SABADO TARDE RD,34.410551,-119.854095
3/8/2011,3/9/2011,600,915,MICARI,ROVER,1,TAN,6500 SEGOVIA RD,34.414445,-119.853856
8/25/2012,8/26/2012,2000,930,TREK,,18,BLU,6500 SEGOVIA RD,34.414445,-119.853856
8/26/2012,8/26/2012,100,900,SCOTT,S50,,,6500 SEGOVIA RD,34.414445,-119.853856
6/18/2013,7/19/2013,1500,1106,FELT,CLAIRE,,ONG,6500 SEGOVIA RD,34.414445,-119.853856
1/29/2014,1/30/2014,2000,1000,GT,AVALANCE,,,6500 SEGOVIA RD,34.414445,-119.853856
7/18/2014,7/21/2014,1700,1000,SPECIA,CROSSTRAI,24,RED,6500 SEGOVIA RD,34.414445,-119.853856
5/13/2015,5/14/2015,1700,930,K2,ZED3,27,GRY,6500 SEGOVIA RD,34.414445,-119.853856
1/21/2016,1/25/2016,1300,900,VILANO,,21,WHI,6500 SEGOVIA RD,34.414445,-119.853856
4/8/2016,4/11/2016,1800,2000,GIANT,IGUANA,21,BLK,6500 SEGOVIA RD,34.414445,-119.853856
9/30/2016,9/30/2016,1430,2030,SKU,,,,6500 SEGOVIA RD,34.414445,-119.853856
6/1/2011,7/5/2011,900,1000,AMERIC,,1,YEL,6500 SEVILLE RD,34.411834,-119.853852
6/16/2011,,32,0,SCHWIN,TYPHOON,,WHI,6500 SEVILLE RD,34.411834,-119.853852
8/3/2011,8/10/2011,1,1,TREK,MARLIN,21,GRN,6500 SEVILLE RD,34.411834,-119.853852
9/23/2011,9/23/2011,130,1000,MICRGI,,1,BLK,6500 SEVILLE RD,34.411834,-119.853852
9/23/2011,9/23/2011,130,1000,WINSOR,,1,WHI,6500 SEVILLE RD,34.411834,-119.853852
1/17/2012,,200,0,DRAFT,LIGHT,,,6500 SEVILLE RD,34.411834,-119.853852
1/21/2012,1/24/2012,1000,900,PEUGEO,,15,MAR,6500 SEVILLE RD,34.411834,-119.853852
5/26/2012,5/27/2012,2330,1400,ASTRAL,K2,21,GRY,6500 SEVILLE RD,34.411834,-119.853852
7/27/2012,7/27/2012,100,1130,CORSA,ROADMAN,7,COM,6500 SEVILLE RD,34.411834,-119.853852
8/16/2013,9/9/2013,1800,1700,MARIN,,24,SIL,6500 SEVILLE RD,34.411834,-119.853852
3/15/2014,3/17/2014,1800,1000,ELECTR,,1,BLU,6500 SEVILLE RD,34.411834,-119.853852
3/19/2014,,1750,0,,OC,1,LBL,6500 SEVILLE RD,34.411834,-119.853852
2/15/2015,2/16/2015,1700,400,GT,,,BLK,6500 SEVILLE RD,34.411834,-119.853852
2/27/2015,3/2/2015,2000,800,CANNON,,21,BLU,6500 SEVILLE RD,34.411834,-119.853852
10/17/2015,10/17/2015,15,1030,MARIN,,21,GRY,6500 SEVILLE RD,34.411834,-119.853852
10/25/2015,10/26/2015,100,1400,SE MON,,,GRY,6500 SEVILLE RD,34.411834,-119.853852
4/20/2016,4/21/2016,2000,1430,,,1,GRY,6500 SEVILLE RD,34.411834,-119.853852
6/15/2016,6/22/2016,1200,1700,TAKARA,SUGIYAMA,1,BLK,6500 SEVILLE RD,34.411834,-119.853852
6/25/2016,6/25/2016,1,2359,SPECIA,LANGSTER,1,BLK,6500 SEVILLE RD,34.411834,-119.853852
8/7/2016,8/7/2016,200,600,FUJI,ABSOLUTE,,GRY,6500 SEVILLE RD,34.411834,-119.853852
2/27/2011,,849,0,3G,ORG CRUIS,1,PNK,6500 TRIGO RD,34.411124,-119.853852
12/18/2011,12/19/2011,1800,1250,CENTUR,,1,SIL,6500 TRIGO RD,34.411124,-119.853852
3/28/2012,3/28/2012,1600,1700,MANGO,,1,GRN,6500 TRIGO RD,34.411124,-119.853852
9/17/2012,9/18/2012,2330,1000,VILANO,,,WHI,6500 TRIGO RD,34.411124,-119.853852
9/22/2012,9/23/2012,1900,900,GIANT,RAINIER,37,BLU,6500 TRIGO RD,34.411124,-119.853852
10/9/2012,10/10/2012,1900,950,LOTUS,,14,GLD,6500 TRIGO RD,34.411124,-119.853852
11/16/2012,11/17/2012,2200,1245,GT,ZUM,8,SIL,6500 TRIGO RD,34.411124,-119.853852
3/2/2013,3/2/2013,1830,2355,ELECTR,,,RED,6500 TRIGO RD,34.411124,-119.853852
3/6/2013,3/7/2013,2300,1900,TRAYL,SIXY,,RED,6500 TRIGO RD,34.411124,-119.853852
3/30/2013,,1200,0,ELECTR,,,RED,6500 TRIGO RD,34.411124,-119.853852
5/9/2013,,1548,0,PACIFI,,,WHI,6500 TRIGO RD,34.411124,-119.853852
6/16/2013,6/24/2013,1300,1500,MICARG,,1,BLK,6500 TRIGO RD,34.411124,-119.853852
6/17/2013,6/17/2013,1300,2330,FX,CRUISER,,BLK,6500 TRIGO RD,34.411124,-119.853852
6/22/2013,,2355,0,SCHWIN,CRUISER,1,RED,6500 TRIGO RD,34.411124,-119.853852
8/3/2013,8/4/2013,1700,1200,GLOBE,,1,GRY,6500 TRIGO RD,34.411124,-119.853852
9/14/2013,9/15/2013,1100,930,FIRMST,URBAN,6,BLU,6500 TRIGO RD,34.411124,-119.853852
10/5/2013,10/6/2013,1800,1200,SCHWIN,AVENUE,21,BLK,6500 TRIGO RD,34.411124,-119.853852
5/22/2014,5/29/2014,1700,1514,ELECTR,,1,BLK,6500 TRIGO RD,34.411124,-119.853852
8/18/2014,8/19/2014,1030,1030,CRUSI,,1,WHI,6500 TRIGO RD,34.411124,-119.853852
9/1/2014,9/1/2014,2155,2155,LAJOLL,CRUISER,,BGE,6500 TRIGO RD,34.411124,-119.853852
10/3/2014,10/7/2014,1200,1815,3G,CRUISER,,WHI,6500 TRIGO RD,34.411124,-119.853852
10/16/2014,10/16/2014,1000,1700,NEXT,PX6.0,,,6500 TRIGO RD,34.411124,-119.853852
11/9/2014,11/10/2014,2030,1430,,,1,BLK,6500 TRIGO RD,34.411124,-119.853852
12/12/2014,12/12/2014,2000,2010,FIXIE,,1,BLK,6500 TRIGO RD,34.411124,-119.853852
3/6/2015,3/8/2015,2330,900,ELECTR,,1,PNK,6500 TRIGO RD,34.411124,-119.853852
3/6/2015,3/9/2015,2000,1000,RALEIG,,,GRN,6500 TRIGO RD,34.411124,-119.853852
3/18/2015,,1820,0,CORSA,GRAND X21,10,BLK,6500 TRIGO RD,34.411124,-119.853852
4/25/2015,,642,0,,,12,BLU,6500 TRIGO RD,34.411124,-119.853852
4/25/2015,,642,0,PUREFI,,1,PLE,6500 TRIGO RD,34.411124,-119.853852
4/25/2015,,642,0,,,12,BLU,6500 TRIGO RD,34.411124,-119.853852
9/28/2015,9/29/2015,2200,500,SCHWIN,TKAILWAY,21,WHI,6500 TRIGO RD,34.411124,-119.853852
3/2/2016,,1343,0,,,,ONG,6500 TRIGO RD,34.411124,-119.853852
3/10/2016,,2308,0,URBAN,BEACH CRU,,BLK,6500 TRIGO RD,34.411124,-119.853852
4/2/2016,4/3/2016,2000,800,TREK,412,,,6500 TRIGO RD,34.411124,-119.853852
10/1/2016,10/4/2016,1100,730,6 BIKE,FIXIE,6,BLK,6500 TRIGO RD,34.411124,-119.853852
10/14/2011,10/16/2011,715,2000,,,1,DBL,6600 ABREGO RD,34.414161,-119.858792
11/16/2011,,310,0,SCHWIN,LEGACY,,RED,6600 ABREGO RD,34.414161,-119.858792
11/23/2011,11/28/2011,1600,900,FUJI,ABSOLUTE,,GRY,6600 ABREGO RD,34.414161,-119.858792
12/25/2011,12/26/2011,2000,630,,,,,6600 ABREGO RD,34.414161,-119.858792
1/16/2012,1/17/2012,1800,730,UNITED,LAGOON,,PLE,6600 ABREGO RD,34.414161,-119.858792
1/16/2012,1/17/2012,1800,730,MAGNA,GREAT DIV,,,6600 ABREGO RD,34.414161,-119.858792
1/16/2012,1/17/2012,1800,730,DIAMON,,,BLK,6600 ABREGO RD,34.414161,-119.858792
1/16/2012,1/17/2012,1800,730,SCHWIN,,,GRY,6600 ABREGO RD,34.414161,-119.858792
1/16/2012,1/17/2012,1800,730,,,,CRM,6600 ABREGO RD,34.414161,-119.858792
1/16/2012,1/17/2012,1800,730,3G,ROAD,,YEL,6600 ABREGO RD,34.414161,-119.858792
3/1/2012,3/2/2012,1600,1400,FIXED,700C,,BLK,6600 ABREGO RD,34.414161,-119.858792
5/16/2012,5/17/2012,1600,1000,BIANCH,PISTA,1,COM,6600 ABREGO RD,34.414161,-119.858792
6/16/2012,6/20/2012,2000,1000,,,1,GRN,6600 ABREGO RD,34.414161,-119.858792
7/21/2012,,1709,0,MONGOO,350,18,GRN,6600 ABREGO RD,34.414161,-119.858792
8/6/2012,8/7/2012,1500,1045,SCHWIN,,21,WHI,6600 ABREGO RD,34.414161,-119.858792
9/10/2012,9/11/2012,1300,1045,BEACH,,1,CRM,6600 ABREGO RD,34.414161,-119.858792
10/4/2012,10/5/2012,2230,930,UNK,UNK,,YEL,6600 ABREGO RD,34.414161,-119.858792
10/18/2012,10/19/2012,2300,800,UNK,FIXIE,,RED,6600 ABREGO RD,34.414161,-119.858792
11/1/2012,11/2/2012,1900,800,TORKER,,1,BLK,6600 ABREGO RD,34.414161,-119.858792
11/16/2012,,1900,0,MICARG,,1,BLU,6600 ABREGO RD,34.414161,-119.858792
12/17/2012,1/5/2013,945,2100,FIXIE,,1,BLK,6600 ABREGO RD,34.414161,-119.858792
1/27/2013,1/29/2013,1300,745,DIAMON,,24,BLU,6600 ABREGO RD,34.414161,-119.858792
2/16/2013,2/18/2013,1500,1000,,LITEDRAFT,1,RED,6600 ABREGO RD,34.414161,-119.858792
3/13/2013,3/14/2013,1430,1100,MIYATA,,21,BLK,6600 ABREGO RD,34.414161,-119.858792
4/11/2013,,1550,0,,,,YEL,6600 ABREGO RD,34.414161,-119.858792
4/11/2013,,1550,0,,,,,6600 ABREGO RD,34.414161,-119.858792
4/27/2013,4/29/2013,1330,920,DBACK,,,GRN,6600 ABREGO RD,34.414161,-119.858792
5/9/2013,,1115,0,,,,,6600 ABREGO RD,34.414161,-119.858792
5/9/2013,,1115,0,DRAFT,SE LIGHT,,,6600 ABREGO RD,34.414161,-119.858792
5/9/2013,,1115,0,REVIVE,,,BLK,6600 ABREGO RD,34.414161,-119.858792
7/3/2013,7/8/2013,1200,1500,SCHWIN,VOYAGEUR7,7,GRY,6600 ABREGO RD,34.414161,-119.858792
7/15/2013,7/15/2013,1,900,SCHWIN,VOYAGER,21,RED,6600 ABREGO RD,34.414161,-119.858792
9/11/2013,9/17/2013,1200,700,SCHWIN,,1,BLU,6600 ABREGO RD,34.414161,-119.858792
9/18/2013,,2353,0,,,,,6600 ABREGO RD,34.414161,-119.858792
10/14/2013,10/15/2013,1600,300,TREK,ALUMINUM,,,6600 ABREGO RD,34.414161,-119.858792
12/5/2013,12/6/2013,2200,1200,TREK,HYBRID,7,BLU,6600 ABREGO RD,34.414161,-119.858792
6/23/2014,6/24/2014,2100,840,THRUST,,,BLK,6600 ABREGO RD,34.414161,-119.858792
7/22/2014,7/22/2014,30,100,,,7,GRY,6600 ABREGO RD,34.414161,-119.858792
9/29/2014,9/29/2014,1930,2200,UNK,,,YEL,6600 ABREGO RD,34.414161,-119.858792
11/9/2014,11/9/2014,1250,2215,RETROS,,1,SIL,6600 ABREGO RD,34.414161,-119.858792
11/16/2014,11/16/2014,1600,1945,GENESI,,21,GRN,6600 ABREGO RD,34.414161,-119.858792
2/6/2015,2/8/2015,700,1000,VICTOR,,,,6600 ABREGO RD,34.414161,-119.858792
3/10/2015,3/10/2015,800,1200,SPECIA,EXPEDITIO,7,GRY,6600 ABREGO RD,34.414161,-119.858792
4/30/2015,,1949,0,KONA,,,,6600 ABREGO RD,34.414161,-119.858792
5/14/2015,5/15/2015,1500,600,MANHAT,,3,BLK,6600 ABREGO RD,34.414161,-119.858792
6/12/2015,9/28/2015,1000,1100,TREK,MADONE2.1,33,WHI,6600 ABREGO RD,34.414161,-119.858792
6/23/2015,6/23/2015,300,900,GMC,,,,6600 ABREGO RD,34.414161,-119.858792
10/19/2015,,1416,0,,,,BLK,6600 ABREGO RD,34.414161,-119.858792
11/16/2015,,1315,0,SCOTT,SPORTSTER,,,6600 ABREGO RD,34.414161,-119.858792
6/17/2016,6/19/2016,1500,1630,UNK,UNK,1,BLK,6600 ABREGO RD,34.414161,-119.858792
1/6/2011,1/7/2011,1800,900,HUFFY,,1,GRN,6600 BERKSHIRE TE,34.416239,-119.861318
8/4/2012,9/4/2012,1500,900,UNIVEG,,,,6600 BERKSHIRE TE,34.416239,-119.861318
11/8/2012,11/12/2012,800,2359,MONGOO,STAT,,BLU,6600 BERKSHIRE TE,34.416239,-119.861318
3/22/2013,3/23/2013,2200,2214,DIABAK,OVERDRIVE,21,BLK,6600 BERKSHIRE TE,34.416239,-119.861318
7/23/2013,7/23/2013,1630,2100,MICARG,,1,BLK,6600 BERKSHIRE TE,34.416239,-119.861318
10/19/2013,10/20/2013,1800,1600,CRUISE,STALK,,PNK,6600 BERKSHIRE TE,34.416239,-119.861318
11/1/2013,11/4/2013,2300,1700,REPUBL,ARISTOTLE,1,TAN,6600 BERKSHIRE TE,34.416239,-119.861318
11/19/2013,11/20/2013,2359,100,,,,WHI,6600 BERKSHIRE TE,34.416239,-119.861318
6/12/2011,6/13/2011,2330,1000,ONE,,1,PLE,6600 DEL PLAYA DR,34.409774,-119.858725
6/12/2011,6/13/2011,2300,800,TREK,,30,WHI,6600 DEL PLAYA DR,34.409774,-119.858725
9/18/2011,9/20/2011,1900,2000,,CRUISER,1,YEL,6600 DEL PLAYA DR,34.409774,-119.858725
9/22/2011,9/23/2011,2100,1000,PHAT,SEAWIND,11,GRN,6600 DEL PLAYA DR,34.409774,-119.858725
10/9/2011,,219,0,,,1,BLK,6600 DEL PLAYA DR,34.409774,-119.858725
10/9/2011,,219,0,,,1,BLK,6600 DEL PLAYA DR,34.409774,-119.858725
12/2/2011,12/4/2011,1330,1130,,,,BLU,6600 DEL PLAYA DR,34.409774,-119.858725
2/3/2012,2/4/2012,1600,1700,SURLY,,,,6600 DEL PLAYA DR,34.409774,-119.858725
2/8/2012,2/9/2012,2300,800,TREK,ANTELOPE,21,RED,6600 DEL PLAYA DR,34.409774,-119.858725
3/3/2012,,103,0,,CRUISER,1,BLU,6600 DEL PLAYA DR,34.409774,-119.858725
3/3/2012,3/3/2012,130,830,ORIGIN,CUTLER,18,GRY,6600 DEL PLAYA DR,34.409774,-119.858725
5/8/2012,,1749,0,SPECIA,ROCK HOPP,,BLK,6600 DEL PLAYA DR,34.409774,-119.858725
5/8/2012,,1749,0,SPECIA,ROCK HOPP,,BLK,6600 DEL PLAYA DR,34.409774,-119.858725
5/13/2012,5/13/2012,200,1000,LA JOL,CRUISER,,,6600 DEL PLAYA DR,34.409774,-119.858725
6/21/2012,6/21/2012,1300,1300,MICARG,,1,GRN,6600 DEL PLAYA DR,34.409774,-119.858725
6/21/2012,6/21/2012,1300,1300,TREK,820,21,BLK,6600 DEL PLAYA DR,34.409774,-119.858725
6/21/2012,6/21/2012,1300,1300,,,1,BLK,6600 DEL PLAYA DR,34.409774,-119.858725
8/11/2012,8/11/2012,1130,1140,TREK,4300,21,RED,6600 DEL PLAYA DR,34.409774,-119.858725
8/30/2012,8/30/2012,200,230,ELECTR,CRUISER,,WHI,6600 DEL PLAYA DR,34.409774,-119.858725
9/6/2012,9/8/2012,1800,1700,SPECIA,,14,BLK,6600 DEL PLAYA DR,34.409774,-119.858725
9/21/2012,9/23/2012,1200,1500,FIRMST,DIVA,1,YEL,6600 DEL PLAYA DR,34.409774,-119.858725
9/22/2012,9/23/2012,2200,830,UNK,MODEL,,RED,6600 DEL PLAYA DR,34.409774,-119.858725
10/10/2012,10/11/2012,2000,800,RAPIDO,LAMBO,,,6600 DEL PLAYA DR,34.409774,-119.858725
1/14/2013,1/15/2013,2100,1100,RETROS,FIXIE,1,BLK,6600 DEL PLAYA DR,34.409774,-119.858725
2/28/2013,3/1/2013,1700,1000,KHS,ALITE,21,RED,6600 DEL PLAYA DR,34.409774,-119.858725
5/30/2013,5/31/2013,930,1100,HUFFY,BELFRONT,,BLU,6600 DEL PLAYA DR,34.409774,-119.858725
5/30/2013,5/31/2013,930,1100,NIVER,,,BLU,6600 DEL PLAYA DR,34.409774,-119.858725
7/28/2013,7/28/2013,1,30,,M1,1,BLK,6600 DEL PLAYA DR,34.409774,-119.858725
8/11/2013,,100,0,RETRO,SPEC,,YEL,6600 DEL PLAYA DR,34.409774,-119.858725
8/28/2013,8/29/2013,2300,1700,SCHWIN,CRUISER,,WHI,6600 DEL PLAYA DR,34.409774,-119.858725
10/29/2013,10/30/2013,2300,800,THRUST,,1,BLK,6600 DEL PLAYA DR,34.409774,-119.858725
1/11/2014,1/12/2014,2200,1000,RETROS,FIXIE,1,GRN,6600 DEL PLAYA DR,34.409774,-119.858725
6/16/2014,6/17/2014,1700,1100,FUJI,,12,BLK,6600 DEL PLAYA DR,34.409774,-119.858725
7/3/2014,7/3/2014,129,329,UNKNOW,,,SIL,6600 DEL PLAYA DR,34.409774,-119.858725
8/24/2014,8/26/2014,1800,800,PURE,FIX,1,GRY,6600 DEL PLAYA DR,34.409774,-119.858725
9/20/2014,10/2/2014,1400,1000,FIRM,EXTREME,1,WHI,6600 DEL PLAYA DR,34.409774,-119.858725
2/7/2015,2/8/2015,2230,100,LEMOND,,,,6600 DEL PLAYA DR,34.409774,-119.858725
4/17/2015,4/18/2015,2330,1030,TREK,,21,PLE,6600 DEL PLAYA DR,34.409774,-119.858725
8/4/2015,8/5/2015,1400,900,FIXIE,MICARGI,,GRN,6600 DEL PLAYA DR,34.409774,-119.858725
9/8/2015,,1800,0,DIAMON,,7,BLK,6600 DEL PLAYA DR,34.409774,-119.858725
9/10/2015,,1000,0,UNK,UNK,,,6600 DEL PLAYA DR,34.409774,-119.858725
10/19/2015,,1356,0,NIRVE,,1,YEL,6600 DEL PLAYA DR,34.409774,-119.858725
1/5/2016,1/6/2016,2030,1400,ELECTR,TOWNIE,,,6600 DEL PLAYA DR,34.409774,-119.858725
1/8/2016,1/9/2016,2000,830,GT,AVALANCHE,24,BLU,6600 DEL PLAYA DR,34.409774,-119.858725
4/1/2016,4/2/2016,1800,1100,DIAMON,,,GRN,6600 DEL PLAYA DR,34.409774,-119.858725
6/23/2016,6/24/2016,1700,1700,SCHWIN,WAYFARER,,BLU,6600 DEL PLAYA DR,34.409774,-119.858725
7/11/2016,7/12/2016,1800,1400,DIAMON,RESPONSE,24,WHI,6600 DEL PLAYA DR,34.409774,-119.858725
9/24/2016,9/25/2016,1600,1030,,,1,GLD,6600 DEL PLAYA DR,34.409774,-119.858725
9/24/2016,9/26/2016,1600,1515,GRAVIT,,,WHI,6600 DEL PLAYA DR,34.409774,-119.858725
10/15/2016,,2347,0,UNK,FIXIE,1,BLK,6600 DEL PLAYA DR,34.409774,-119.858725
11/1/2016,11/2/2016,2000,830,TREK,6000,21,YEL,6600 DEL PLAYA DR,34.409774,-119.858725
3/15/2011,3/28/2011,2200,900,NISHIK,INTERNATI,12,BLK,6600 EL COLEGIO RD,34.417448,-119.860563
6/8/2011,6/20/2011,1200,1200,SCHWIN,MESA RUNN,12,RED,6600 EL COLEGIO RD,34.417448,-119.860563
8/24/2011,8/25/2011,2000,730,TREK,ULTRALIGH,1,RED,6600 EL COLEGIO RD,34.417448,-119.860563
9/8/2011,9/9/2011,2000,1100,DIAMON,KALOMAR,7,GRY,6600 EL COLEGIO RD,34.417448,-119.860563
10/15/2011,,1900,0,FUJI,,,GRN,6600 EL COLEGIO RD,34.417448,-119.860563
11/12/2011,11/13/2011,2400,200,VILANO,,1,GRN,6600 EL COLEGIO RD,34.417448,-119.860563
3/1/2012,,1200,0,ELECTR,,1,LBL,6600 EL COLEGIO RD,34.417448,-119.860563
6/8/2012,6/11/2012,2300,1600,GMC,DENALI,21,YEL,6600 EL COLEGIO RD,34.417448,-119.860563
6/30/2012,6/30/2012,30,1400,KHS,VITAMIN,21,WHI,6600 EL COLEGIO RD,34.417448,-119.860563
8/3/2012,8/4/2012,2000,1300,TREK,420,21,GRN,6600 EL COLEGIO RD,34.417448,-119.860563
8/6/2012,9/17/2012,800,1700,URBAN,FIRMSTRON,1,GRN,6600 EL COLEGIO RD,34.417448,-119.860563
1/18/2013,1/21/2013,1400,800,TREK,NAVIGATOR,18,BLU,6600 EL COLEGIO RD,34.417448,-119.860563
6/14/2013,6/22/2013,1500,1430,RETRO,SPEC,,WHI,6600 EL COLEGIO RD,34.417448,-119.860563
5/8/2014,5/13/2014,1500,900,SCHWIN,,14,RED,6600 EL COLEGIO RD,34.417448,-119.860563
7/27/2014,7/28/2014,2200,1,DRAFT,LIGHT,1,RED,6600 EL COLEGIO RD,34.417448,-119.860563
8/24/2014,9/1/2014,1200,1200,ZIP,,,,6600 EL COLEGIO RD,34.417448,-119.860563
10/15/2014,10/17/2014,1200,1800,SPECI,HYBRID,21,TRQ,6600 EL COLEGIO RD,34.417448,-119.860563
10/24/2014,11/7/2014,1200,1500,SUN,,5,BLK,6600 EL COLEGIO RD,34.417448,-119.860563
12/1/2014,12/3/2014,900,1600,TREK,,,BLU,6600 EL COLEGIO RD,34.417448,-119.860563
9/29/2016,9/30/2016,1600,1100,,,,,6600 EL COLEGIO RD,34.417448,-119.860563
9/29/2016,9/30/2016,1600,1100,,,,,6600 EL COLEGIO RD,34.417448,-119.860563
9/29/2016,9/30/2016,1600,1100,GNT,,,,6600 EL COLEGIO RD,34.417448,-119.860563
9/29/2016,9/30/2016,1600,1100,GNT,,,,6600 EL COLEGIO RD,34.417448,-119.860563
9/30/2016,10/3/2016,1400,1120,6 BIKE,,1,WHI,6600 EL COLEGIO RD,34.417448,-119.860563
10/13/2016,10/14/2016,2400,800,FIXIE,,1,GRN,6600 EL COLEGIO RD,34.417448,-119.860563
6/11/2011,,2351,0,TOTO,,1,BLU,6600 PASADO RD,34.411696,-119.858736
7/1/2011,9/21/2011,1500,1400,PACIFI,,1,BLK,6600 PASADO RD,34.411696,-119.858736
10/1/2011,10/2/2011,1800,800,BIANCI,,18,GRN,6600 PASADO RD,34.411696,-119.858736
10/14/2011,10/14/2011,345,500,BIANCH,SUPER PIS,1,BLK,6600 PASADO RD,34.411696,-119.858736
2/6/2012,2/6/2012,2200,2359,FUJI,ABSOLUTE,21,LBL,6600 PASADO RD,34.411696,-119.858736
5/3/2012,,2400,0,MACARG,,,,6600 PASADO RD,34.411696,-119.858736
6/1/2012,6/2/2012,1500,1200,MARIN,PIONEERTR,21,BLK,6600 PASADO RD,34.411696,-119.858736
7/26/2012,7/27/2012,2320,300,,,,,6600 PASADO RD,34.411696,-119.858736
10/7/2012,10/8/2012,2300,100,,,,WHI,6600 PASADO RD,34.411696,-119.858736
3/4/2013,3/4/2013,800,1045,MOTO,,1,BLK,6600 PASADO RD,34.411696,-119.858736
1/11/2014,1/12/2014,2359,1400,HUFFY,STN MNTN,18,PLE,6600 PASADO RD,34.411696,-119.858736
6/13/2016,6/13/2016,800,900,SPECIA,RUBY,,MAR,6600 PASADO RD,34.411696,-119.858736
10/24/2016,10/25/2016,2300,750,S B CO,HARD ROCK,21,GRY,6600 PASADO RD,34.411696,-119.858736
7/14/2011,7/15/2011,1900,1200,MICARG,TOUCH,1,BLK,6600 PICASSO RD,34.415213,-119.858723
8/20/2011,8/20/2011,1000,1000,MICARG,TAHITI,,PNK,6600 PICASSO RD,34.415213,-119.858723
8/20/2011,8/20/2011,1000,1000,UNKNOW,,,,6600 PICASSO RD,34.415213,-119.858723
8/20/2011,8/20/2011,1000,1000,HUFFY,DELUXE,,BLK,6600 PICASSO RD,34.415213,-119.858723
8/20/2011,8/20/2011,1000,1000,SCHWIN,SPRINT,,BLU,6600 PICASSO RD,34.415213,-119.858723
10/26/2011,10/27/2011,2100,1330,SE DRA,SE DRAFT,1,BLU,6600 PICASSO RD,34.415213,-119.858723
11/5/2011,11/5/2011,1230,1330,CRUISR,,1,BLU,6600 PICASSO RD,34.415213,-119.858723
11/5/2011,11/5/2011,1215,1330,TOUCH,UNK,1,PLE,6600 PICASSO RD,34.415213,-119.858723
1/14/2012,1/17/2012,2100,1045,HUFFY,CRANBROOK,1,BLU,6600 PICASSO RD,34.415213,-119.858723
5/5/2012,5/6/2012,2100,900,CANNON,CAD 3,18,BLK,6600 PICASSO RD,34.415213,-119.858723
7/27/2012,7/28/2012,1400,1100,FUJI,,7,GRY,6600 PICASSO RD,34.415213,-119.858723
11/7/2012,11/8/2012,1700,900,AVALAN,ATX 250,21,RED,6600 PICASSO RD,34.415213,-119.858723
2/8/2013,2/8/2013,100,200,DAWES,,1,SIL,6600 PICASSO RD,34.415213,-119.858723
4/5/2013,,1700,0,NORTH,ROCK XC6,,WHI,6600 PICASSO RD,34.415213,-119.858723
4/26/2013,4/27/2013,2130,1030,NIRVE,CRUISER,,BLK,6600 PICASSO RD,34.415213,-119.858723
8/15/2013,8/16/2013,2330,700,VIVATE,UNK,,GRN,6600 PICASSO RD,34.415213,-119.858723
8/19/2013,,1630,0,,,,WHI,6600 PICASSO RD,34.415213,-119.858723
9/27/2013,,1342,0,MICARG,MICARGI,1,ONG,6600 PICASSO RD,34.415213,-119.858723
9/30/2013,10/1/2013,2000,1720,GULFCO,PANAMAJAC,1,DBL,6600 PICASSO RD,34.415213,-119.858723
1/11/2014,1/12/2014,2200,1000,MICGRI,UNK,1,ONG,6600 PICASSO RD,34.415213,-119.858723
6/12/2014,6/13/2014,2230,1000,GIANT,IGUANA,21,SIL,6600 PICASSO RD,34.415213,-119.858723
6/20/2014,6/22/2014,1600,1320,COBRA,UNK,,BLK,6600 PICASSO RD,34.415213,-119.858723
